sku,name,price,phase,body_material,rpm,hp,mounting_type
1010003101,موتور 1400-430HP -پوسته چدنی,0,سه‌فاز,چدن,1400.0,430.0,
1010003102,موتور3000-270HP-پوسته چدنی,0,سه‌فاز,چدن,3000.0,270.0,
1010003103,موتور700 - 3HP - پوسته چدنی,0,سه‌فاز,چدن,700.0,3.0,
1010003104,الکترو موتور,60000000,سه‌فاز,چدن,,,
10100021,موتور1400-0.09kw -پوسته آلومینیومB35,0,سه‌فاز,آلومینیوم,1400.0,0.12,B35
10100022,موتور1400-0.12kw -پوسته آلومینیومB35,53000000,سه‌فاز,آلومینیوم,1400.0,0.16,B35
10100023,موتور1400-0.18kw -پوسته آلومینیومB35,72000000,سه‌فاز,آلومینیوم,1400.0,0.24,B35
10100024,موتور 0.25kw-1400پوسته آلومینیوم B35,72000000,سه‌فاز,آلومینیوم,1400.0,0.34,B35
10100025,موتور1400-0.5HP -پوسته آلومینیومB35,90000000,سه‌فاز,آلومینیوم,1400.0,0.5,B35
10100026,موتور 0.55kw-1400پوسته آلومینیوم B35,110000000,سه‌فاز,آلومینیوم,1400.0,0.74,B35
10100027,موتور1400-1HP -پوسته آلومینیومB35,115000000,سه‌فاز,آلومینیوم,1400.0,1.0,B35
10100028,موتور1400-1.5HP -پوسته آلومینیومB35,135000000,سه‌فاز,آلومینیوم,1400.0,1.5,B35
10100029,موتور1400-2HP -پوسته آلومینیومB35,150000000,سه‌فاز,آلومینیوم,1400.0,2.0,B35
101000210,موتور1400-3HP -پوسته آلومینیومB35,230000000,سه‌فاز,آلومینیوم,1400.0,3.0,B35
101000211,موتور1400-4HP -پوسته آلومینیومB35,260000000,سه‌فاز,آلومینیوم,1400.0,4.0,B35
101000212,موتور1400-5.5HP -پوسته آلومینیومB35,320000000,سه‌فاز,آلومینیوم,1400.0,5.5,B35
101000213,موتور1400-7.5HP -پوسته آلومینیومB35,413000000,سه‌فاز,آلومینیوم,1400.0,7.5,B35
101000214,موتور1400-10HP -پوسته آلومینیومB35,480000000,سه‌فاز,آلومینیوم,1400.0,10.0,B35
101000215,موتور1400-15HP -پوسته آلومینیومB35,143000000,سه‌فاز,آلومینیوم,1400.0,15.0,B35
101000216,موتور1400-20HP -پوسته آلومینیومB35,0,سه‌فاز,آلومینیوم,1400.0,20.0,B35
101000217,موتور1400-25HP -پوسته آلومینیومB35,0,سه‌فاز,آلومینیوم,1400.0,25.0,B35
101000218,موتور1400-30HP -پوسته آلومینیومB35,0,سه‌فاز,آلومینیوم,1400.0,30.0,B35
101000219,موتور1400-40HP -پوسته آلومینیومB35,0,سه‌فاز,آلومینیوم,1400.0,40.0,B35
101000220,موتور1400-50HP -پوسته آلومینیومB35,0,سه‌فاز,آلومینیوم,1400.0,50.0,B35
101000221,موتور1400-60HP -پوسته آلومینیومB35,0,سه‌فاز,آلومینیوم,1400.0,60.0,B35
101000222,موتور1400-75HP -پوسته آلومینیومB35,0,سه‌فاز,آلومینیوم,1400.0,75.0,B35
101000223,موتور1400-100HP -پوسته آلومینیومB35,0,سه‌فاز,آلومینیوم,1400.0,100.0,B35
101000224,موتور1400-125HP -پوسته آلومینیومB35,0,سه‌فاز,آلومینیوم,1400.0,125.0,B35
101000225,موتور1400-150HP -پوسته آلومینیومB35,0,سه‌فاز,آلومینیوم,1400.0,150.0,B35
101000226,موتور 3000-0.09kw -پوسته آلومینیومB35,0,سه‌فاز,آلومینیوم,3000.0,0.12,B35
101000227,موتور 3000-0.12kw -پوسته آلومینیومB35,0,سه‌فاز,آلومینیوم,3000.0,0.16,B35
101000228,موتور 3000-0.18kw -پوسته آلومینیومB35,13800000,سه‌فاز,آلومینیوم,3000.0,0.24,B35
101000229,موتور 0.25kw-3000پوسته آلومینیوم B35,0,سه‌فاز,آلومینیوم,3000.0,0.34,B35
101000230,موتور3000-0.5HP -پوسته آلومینیومB35,0,سه‌فاز,آلومینیوم,3000.0,0.5,B35
101000231,موتور 0.55kw-3000پوسته آلومینیوم B35,0,سه‌فاز,آلومینیوم,3000.0,0.74,B35
101000232,موتور 3000-1HP -پوسته آلومینیومB35,0,سه‌فاز,آلومینیوم,3000.0,1.0,B35
101000233,موتور 3000-1.5HP -پوسته آلومینیومB35,23500000,سه‌فاز,آلومینیوم,3000.0,1.5,B35
101000234,موتور 3000-2HP -پوسته آلومینیومB3,46500000,سه‌فاز,آلومینیوم,3000.0,2.0,B3
101000235,موتور 3000-3HP -پوسته آلومینیومB3,55000000,سه‌فاز,آلومینیوم,3000.0,3.0,B3
101000236,موتور 3000-4HP -پوسته آلومینیومB35,0,سه‌فاز,آلومینیوم,3000.0,4.0,B35
101000237,موتور 3000-5.5HP -پوسته آلومینیومB35,68000000,سه‌فاز,آلومینیوم,3000.0,5.5,B35
101000238,موتور 3000-7.5HP -پوسته آلومینیومB35,0,سه‌فاز,آلومینیوم,3000.0,7.5,B35
101000239,موتور 3000-10HP -پوسته آلومینیومB35,0,سه‌فاز,آلومینیوم,3000.0,10.0,B35
101000240,موتور 3000-15HP -پوسته آلومینیومB35,0,سه‌فاز,آلومینیوم,3000.0,15.0,B35
101000241,موتور 3000-20HP -پوسته آلومینیومB35,0,سه‌فاز,آلومینیوم,3000.0,20.0,B35
101000242,موتور 3000-25HP -پوسته آلومینیومB35,0,سه‌فاز,آلومینیوم,3000.0,25.0,B35
101000243,موتور 3000-30HP -پوسته آلومینیومB35,0,سه‌فاز,آلومینیوم,3000.0,30.0,B35
101000244,موتور 3000-40HP -پوسته آلومینیومB35,0,سه‌فاز,آلومینیوم,3000.0,40.0,B35
101000245,موتور 3000-50HP -پوسته آلومینیومB35,0,سه‌فاز,آلومینیوم,3000.0,50.0,B35
101000246,موتور 3000-60HP -پوسته آلومینیومB35,0,سه‌فاز,آلومینیوم,3000.0,60.0,B35
101000247,موتور 3000-75HP -پوسته آلومینیومB35,0,سه‌فاز,آلومینیوم,3000.0,75.0,B35
101000248,موتور 3000-100HP -پوسته آلومینیومB35,0,سه‌فاز,آلومینیوم,3000.0,100.0,B35
101000249,موتور 1000-0.09kw -پوسته آلومینیومB35,0,سه‌فاز,آلومینیوم,1000.0,0.12,B35
101000250,موتور 1000-0.12kw -پوسته آلومینیومB35,0,سه‌فاز,آلومینیوم,1000.0,0.16,B35
101000251,موتور 1000-0.18kw -پوسته آلومینیومB35,0,سه‌فاز,آلومینیوم,1000.0,0.24,B35
101000252,موتور 1000-0.25kw -پوسته آلومینیومB35,0,سه‌فاز,آلومینیوم,1000.0,0.34,B35
101000253,موتور 1000-0.5HP -پوسته آلومینیومB35,0,سه‌فاز,آلومینیوم,1000.0,0.5,B35
101000254,موتور 0.55kw-1000پوسته آلومینیوم B35,0,سه‌فاز,آلومینیوم,1000.0,0.74,B35
101000255,موتور 1000-1HP -پوسته آلومینیومB35,0,سه‌فاز,آلومینیوم,1000.0,1.0,B35
101000256,موتور 1000-1.5HP -پوسته آلومینیومB35,0,سه‌فاز,آلومینیوم,1000.0,1.5,B35
101000257,موتور 1000-2HP -پوسته آلومینیومB35,0,سه‌فاز,آلومینیوم,1000.0,2.0,B35
101000258,موتور 1000-3HP -پوسته آلومینیومB35,0,سه‌فاز,آلومینیوم,1000.0,3.0,B35
101000259,موتور 1000-4HP -پوسته آلومینیومB35,0,سه‌فاز,آلومینیوم,1000.0,4.0,B35
101000260,موتور 1000-5.5HP -پوسته آلومینیومB35,0,سه‌فاز,آلومینیوم,1000.0,5.5,B35
101000261,موتور 1000-7.5HP -پوسته آلومینیومB35,0,سه‌فاز,آلومینیوم,1000.0,7.5,B35
101000262,موتور 1000-10HP -پوسته آلومینیومB35,0,سه‌فاز,آلومینیوم,1000.0,10.0,B35
101000263,موتور 1000-15HP -پوسته آلومینیومB35,0,سه‌فاز,آلومینیوم,1000.0,15.0,B35
101000269,موتور 1000-60HP -پوسته آلومینیومB35,0,سه‌فاز,آلومینیوم,1000.0,60.0,B35
101000272,موتور 750-0.09kw -پوسته آلومینیومB35,0,سه‌فاز,آلومینیوم,750.0,0.12,B35
101000273,موتور 750-0.12kw -پوسته آلومینیومB35,0,سه‌فاز,آلومینیوم,750.0,0.16,B35
101000274,موتور 750-0.18kw -پوسته آلومینیومB35,0,سه‌فاز,آلومینیوم,750.0,0.24,B35
101000275,موتور 0.25kw-750پوسته آلومینیوم B35,0,سه‌فاز,آلومینیوم,750.0,0.34,B35
101000276,موتور 750-0.5HP -پوسته آلومینیومB35,0,سه‌فاز,آلومینیوم,750.0,0.5,B35
101000277,موتور 0.55kw-750پوسته آلومینیوم B35,0,سه‌فاز,آلومینیوم,750.0,0.74,B35
101000278,موتور 750-1HP -پوسته آلومینیومB35,0,سه‌فاز,آلومینیوم,750.0,1.0,B35
101000279,موتور 750-1.5HP -پوسته آلومینیومB35,0,سه‌فاز,آلومینیوم,750.0,1.5,B35
101000280,موتور 750-2HP -پوسته آلومینیومB35,0,سه‌فاز,آلومینیوم,750.0,2.0,B35
101000281,موتور 750-3HP -پوسته آلومینیومB35,0,سه‌فاز,آلومینیوم,750.0,3.0,B35
101000282,موتور 750-4HP -پوسته آلومینیومB35,0,سه‌فاز,آلومینیوم,750.0,4.0,B35
101000283,موتور 750-5.5HP -پوسته آلومینیومB35,0,سه‌فاز,آلومینیوم,750.0,5.5,B35
101000284,موتور 750-7.5HP -پوسته آلومینیومB35,0,سه‌فاز,آلومینیوم,750.0,7.5,B35
101000285,موتور 750-10HP -پوسته آلومینیومB35,0,سه‌فاز,آلومینیوم,750.0,10.0,B35
101000286,موتور 750-15HP -پوسته آلومینیومB35,0,سه‌فاز,آلومینیوم,750.0,15.0,B35
101000291,موتور1400-0.09kw-پوسته آلومینیومB34,0,سه‌فاز,آلومینیوم,1400.0,0.12,B34
101000292,موتور1400-0.12kw-پوسته آلومینیومB34,53000000,سه‌فاز,آلومینیوم,1400.0,0.16,B34
101000293,موتور1400-0.18kw-پوسته آلومینیومB34,72000000,سه‌فاز,آلومینیوم,1400.0,0.24,B34
101000294,موتور1400-0.25kw-پوسته آلومینیومB34,72000000,سه‌فاز,آلومینیوم,1400.0,0.34,B34
101000295,موتور1400-0.5HP-پوسته آلومینیومB34,90000000,سه‌فاز,آلومینیوم,1400.0,0.5,B34
101000296,موتور 0.55kw-1400-پوسته آلومینیومB34,110000000,سه‌فاز,آلومینیوم,1400.0,0.74,B34
101000297,موتور1400-1HP-پوسته آلومینیومB34,115000000,سه‌فاز,آلومینیوم,1400.0,1.0,B34
101000298,موتور1400-1.5HP-پوسته آلومینیومB34,135000000,سه‌فاز,آلومینیوم,1400.0,1.5,B34
101000299,موتور1400-2HP-پوسته آلومینیومB34,150000000,سه‌فاز,آلومینیوم,1400.0,2.0,B34
1010002100,موتور1400-3HP-پوسته آلومینیومB34,230000000,سه‌فاز,آلومینیوم,1400.0,3.0,B34
1010002101,موتور1400-4HP-پوسته آلومینیومB34,260000000,سه‌فاز,آلومینیوم,1400.0,4.0,B34
1010002102,موتور1400-5.5HP-پوسته آلومینیومB34,320000000,سه‌فاز,آلومینیوم,1400.0,5.5,B34
1010002103,موتور1400-7.5HP-پوسته آلومینیومB34,413000000,سه‌فاز,آلومینیوم,1400.0,7.5,B34
1010002104,موتور1400-10HP-پوسته آلومینیومB34,480000000,سه‌فاز,آلومینیوم,1400.0,10.0,B34
1010002105,موتور1400-15HP-پوسته آلومینیومB34,143000000,سه‌فاز,آلومینیوم,1400.0,15.0,B34
1010002116,موتور3000-0.09kw-پوسته آلومینیومB34,0,سه‌فاز,آلومینیوم,3000.0,0.12,B34
1010002117,موتور3000-0.12kw-پوسته آلومینیومB34,0,سه‌فاز,آلومینیوم,3000.0,0.16,B34
1010002118,موتور3000-0.18kw-پوسته آلومینیومB34,0,سه‌فاز,آلومینیوم,3000.0,0.24,B34
1010002119,موتور3000-0.25kw-پوسته آلومینیومB34,0,سه‌فاز,آلومینیوم,3000.0,0.34,B34
1010002120,موتور3000-0.5HP-پوسته آلومینیومB34,0,سه‌فاز,آلومینیوم,3000.0,0.5,B34
1010002121,موتور 0.55kw-3000پوسته آلومینیوم B34,0,سه‌فاز,آلومینیوم,3000.0,0.74,B34
1010002122,موتور3000-1HP-پوسته آلومینیومB34,0,سه‌فاز,آلومینیوم,3000.0,1.0,B34
1010002123,موتور3000-1.5HP-پوسته آلومینیومB34,125000000,سه‌فاز,آلومینیوم,3000.0,1.5,B34
1010002124,موتور3000-2HP-پوسته آلومینیومB34,0,سه‌فاز,آلومینیوم,3000.0,2.0,B34
1010002125,موتور3000-3HP-پوسته آلومینیومB34,0,سه‌فاز,آلومینیوم,3000.0,3.0,B34
1010002126,موتور3000-4HP-پوسته آلومینیومB34,0,سه‌فاز,آلومینیوم,3000.0,4.0,B34
1010002127,موتور3000-5.5HP-پوسته آلومینیومB34,0,سه‌فاز,آلومینیوم,3000.0,5.5,B34
1010002128,موتور3000-7.5HP-پوسته آلومینیومB34,0,سه‌فاز,آلومینیوم,3000.0,7.5,B34
1010002129,موتور3000-10HP-پوسته آلومینیومB34,0,سه‌فاز,آلومینیوم,3000.0,10.0,B34
1010002130,موتور3000-15HP-پوسته آلومینیومB34,0,سه‌فاز,آلومینیوم,3000.0,15.0,B34
1010002139,موتور1000-0.09kw-پوسته آلومینیومB34,0,سه‌فاز,آلومینیوم,1000.0,0.12,B34
1010002140,موتور1000-0.12kw-پوسته آلومینیومB34,0,سه‌فاز,آلومینیوم,1000.0,0.16,B34
1010002141,موتور1000-0.18kw-پوسته آلومینیومB34,0,سه‌فاز,آلومینیوم,1000.0,0.24,B34
1010002142,موتور1000-0.25kw-پوسته آلومینیومB34,0,سه‌فاز,آلومینیوم,1000.0,0.34,B34
1010002143,موتور1000-0.5HP-پوسته آلومینیومB34,0,سه‌فاز,آلومینیوم,1000.0,0.5,B34
1010002144,موتور1000-0.55kw-پوسته آلومینیومB34,0,سه‌فاز,آلومینیوم,1000.0,0.74,B34
1010002145,موتور1000-1HP-پوسته آلومینیومB34,0,سه‌فاز,آلومینیوم,1000.0,1.0,B34
1010002146,موتور1000-1.5HP-پوسته آلومینیومB34,0,سه‌فاز,آلومینیوم,1000.0,1.5,B34
1010002147,موتور1000-2HP-پوسته آلومینیومB34,0,سه‌فاز,آلومینیوم,1000.0,2.0,B34
1010002148,موتور1000-3HP-پوسته آلومینیومB34,0,سه‌فاز,آلومینیوم,1000.0,3.0,B34
1010002149,موتور1000-4HP-پوسته آلومینیومB34,0,سه‌فاز,آلومینیوم,1000.0,4.0,B34
1010002150,موتور1000-5.5HP-پوسته آلومینیومB34,0,سه‌فاز,آلومینیوم,1000.0,5.5,B34
1010002151,موتور1000-7.5HP-پوسته آلومینیومB34,0,سه‌فاز,آلومینیوم,1000.0,7.5,B34
1010002152,موتور1000-10HP-پوسته آلومینیومB34,0,سه‌فاز,آلومینیوم,1000.0,10.0,B34
1010002153,موتور1000-15HP-پوسته آلومینیومB34,0,سه‌فاز,آلومینیوم,1000.0,15.0,B34
1010002162,موتور750-0.09kw-پوسته آلومینیومB34,0,سه‌فاز,آلومینیوم,750.0,0.12,B34
1010002163,موتور750-0.12kw-پوسته آلومینیومB34,0,سه‌فاز,آلومینیوم,750.0,0.16,B34
1010002164,موتور750-0.18kw-پوسته آلومینیومB34,0,سه‌فاز,آلومینیوم,750.0,0.24,B34
1010002165,موتور750-0.25kw-پوسته آلومینیومB34,0,سه‌فاز,آلومینیوم,750.0,0.34,B34
1010002166,موتور750-0.5HP-پوسته آلومینیومB34,0,سه‌فاز,آلومینیوم,750.0,0.5,B34
1010002167,موتور750-0.55kw-پوسته آلومینیومB34,0,سه‌فاز,آلومینیوم,750.0,0.74,B34
1010002168,موتور750-1HP-پوسته آلومینیومB34,0,سه‌فاز,آلومینیوم,750.0,1.0,B34
1010002169,موتور750-1.5HP-پوسته آلومینیومB34,0,سه‌فاز,آلومینیوم,750.0,1.5,B34
1010002170,موتور750-2HP-پوسته آلومینیومB34,0,سه‌فاز,آلومینیوم,750.0,2.0,B34
1010002171,موتور750-3HP-پوسته آلومینیومB34,0,سه‌فاز,آلومینیوم,750.0,3.0,B34
1010002172,موتور750-4HP-پوسته آلومینیومB34,0,سه‌فاز,آلومینیوم,750.0,4.0,B34
1010002173,موتور750-5.5HP-پوسته آلومینیومB34,0,سه‌فاز,آلومینیوم,750.0,5.5,B34
1010002174,موتور750-7.5HP-پوسته آلومینیومB34,0,سه‌فاز,آلومینیوم,750.0,7.5,B34
1010002175,موتور750-10HP-پوسته آلومینیومB34,0,سه‌فاز,آلومینیوم,750.0,10.0,B34
1010002176,موتور750-15HP-پوسته آلومینیومB34,0,سه‌فاز,آلومینیوم,750.0,15.0,B34
1010002178,موتور750-25HP-پوسته آلومینیومB34,0,سه‌فاز,آلومینیوم,750.0,25.0,B34
1010002181,موتور3000-1HP-پوسته آلومینیومB3,0,سه‌فاز,آلومینیوم,3000.0,1.0,B3
1010002183,موتور 3000-3HP پوسته آلومینیوم  B35,0,سه‌فاز,آلومینیوم,3000.0,3.0,B35
1010002184,موتور1400-0.5HP-پوسته آلومینیومB3,86000000,سه‌فاز,آلومینیوم,1400.0,0.5,B3
1010002185,موتور 0.55kw-3000 تکفاز موتوژن,0,سه‌فاز,آلومینیوم,3000.0,0.74,
1010002186,موتور1400-1HP-پوسته آلومینیومB3,112000000,سه‌فاز,آلومینیوم,1400.0,1.0,B3
1010002187,موتور1400-2HP-پوسته آلومینیومB3,143000000,سه‌فاز,آلومینیوم,1400.0,2.0,B3
1010002188,موتور1400-3HP-پوسته آلومینیومB3,225000000,سه‌فاز,آلومینیوم,1400.0,3.0,B3
1010002189,موتور1400-4HP -پوسته آلومینیومB3,255000000,سه‌فاز,آلومینیوم,1400.0,4.0,B3
1010002190,موتور1400-5.5HP -پوسته آلومینیومB3,310000000,سه‌فاز,آلومینیوم,1400.0,5.5,B3
1010002191,موتور 3000-1.5HP پوسته آلومینیوم B3,0,سه‌فاز,آلومینیوم,3000.0,1.5,B3
1010002192,موتور 1400 - 3HP - پوسته آلومینیوم B35 ضد جرقه,40000000,سه‌فاز,آلومینیوم,1400.0,3.0,B35
1010002193,موتور 7.5HP-1400 پوسته آلومینیوم B3,407000000,سه‌فاز,آلومینیوم,1400.0,7.5,B3
1010002194,موتور 10HP-1400 - پوسته آلومینیوم B3,470000000,سه‌فاز,آلومینیوم,1400.0,10.0,B3
1010002195,موتور 4HP-1400تکفاز پوسته آلومینیوم B34,0,سه‌فاز,آلومینیوم,1400.0,4.0,B34
1010002196,موتور 5HP-1400 تکفاز پوسته آلومینیوم B34,0,سه‌فاز,آلومینیوم,1400.0,5.0,B34
